candidate_tag,status,exclusion_recipe,excluded_nodes,calibration_manifest_strategy,calibration_manifest,qat_seed,best_threshold,validation_mean_dice,validation_mean_iou,validation_mean_precision,validation_mean_recall,validation_mean_binary_ece_roi,validation_mean_binary_ece_boundary,validation_mean_latency_ms,int8_model_size_mb,compression_ratio_vs_fp32,int8_onnx_path,validation_summary_path,error
s64_minmax_preprocessed_last_decoder_fp32,available,last_decoder_fp32,/up3/conv/layers/layers.0/Conv|/up3/conv/layers/layers.3/Conv|/out_conv/Conv,representative,/mnt/e/automations/Deployable MedSAM/results/raw/lora_teacher_distillation_manifest_kvasir_seg_train_clean.jsonl,,0.825,0.760583,0.64886,0.807022,0.789119,0.088421,0.2897,25.339653,0.532918,3.512439,/mnt/e/automations/Deployable MedSAM/results/models/student_distilled_lora_teacher/stage9_int8_rescue/s64_minmax_preprocessed_last_decoder_fp32/int8_qdq.onnx,/mnt/e/automations/Deployable MedSAM/results/tables/stage9_int8_s64_minmax_preprocessed_last_decoder_fp32_validation_validation_best_threshold_summary.csv,
