candidate_tag,status,exclusion_recipe,excluded_nodes,calibration_manifest_strategy,calibration_manifest,qat_seed,best_threshold,validation_mean_dice,validation_mean_iou,validation_mean_precision,validation_mean_recall,validation_mean_binary_ece_roi,validation_mean_binary_ece_boundary,validation_mean_latency_ms,int8_model_size_mb,compression_ratio_vs_fp32,int8_onnx_path,validation_summary_path,error
s64_minmax_preprocessed_qat_boundary_hard,available,none,,qat_boundary_hard,/mnt/e/automations/Deployable MedSAM/results/raw/lora_teacher_distillation_manifest_kvasir_seg_train_boundary_hard_s64.jsonl,6,0.55,0.777928,0.672973,0.819883,0.810766,0.072436,0.163494,30.569727,0.511594,3.658843,/mnt/e/automations/Deployable MedSAM/results/models/student_distilled_lora_teacher_qat/stage9_int8_rescue/s64_minmax_preprocessed_qat_boundary_hard/int8_qdq.onnx,/mnt/e/automations/Deployable MedSAM/results/tables/stage9_int8_s64_minmax_preprocessed_qat_boundary_hard_validation_validation_best_threshold_summary.csv,
