model,status,sample_count,mean_dice,std_dice,median_dice,dice_bootstrap_ci95_low,dice_bootstrap_ci95_high,mean_iou,mean_roi_ece,mean_boundary_ece
fp32_onnx_reference,available,150,0.7779085666666667,0.18107820936341465,0.823339,0.7484972056666666,0.8047494310000001,0.6669225,0.07320444666666667,0.16049298666666664
naive_int8,available,150,0.7447291333333332,0.18767328914525783,0.786977,0.7145517115000001,0.773208955,0.6248825066666666,0.08117488666666667,0.16387550666666664
selective_ptq_int8,available,150,0.74591934,0.2006603622610169,0.7962015,0.7140830133333335,0.7762180523333333,0.6298446866666667,0.09027200666666665,0.29349112000000005
qat_selective_int8,available,150,0.7829239666666666,0.18341773404373182,0.840217,0.7535308826666666,0.8101547975,0.6742602933333334,0.06588356,0.19166664666666666
