candidate,paired_samples,mean_dice_drop_fp32_minus_candidate,dice_drop_ci95_low,dice_drop_ci95_high,passes_gate_by_mean,ci_excludes_gate_failure
naive_int8,150,0.033179433333333334,0.022033271333333333,0.04549988366666666,False,False
selective_ptq_int8,150,0.03198922666666666,0.018623702,0.04637279633333333,False,False
qat_selective_int8,150,-0.005015400000000006,-0.01849224383333334,0.007989451666666654,True,True
