candidate_tag,status,calibration_samples,requested_calibration_method,calibration_method,preprocessing_applied,preprocessing_status,best_threshold,validation_mean_dice,validation_mean_iou,validation_mean_precision,validation_mean_recall,validation_mean_binary_ece_roi,validation_mean_binary_ece_boundary,validation_mean_latency_ms,int8_model_size_mb,compression_ratio_vs_fp32,int8_onnx_path,validation_raw_path,validation_summary_path,threshold_sweep_path,error
s64_minmax_preprocessed,available,64,minmax,MinMax,True,applied,0.85,0.715594,0.591018,0.769192,0.764111,0.102988,0.357018,27.060673,0.511593,3.65885,/mnt/e/automations/Deployable MedSAM/results/models/student_distilled_sweep/w0_1/stage8_ablation/s64_minmax_preprocessed/int8_qdq.onnx,/mnt/e/automations/Deployable MedSAM/results/raw/stage8_int8_s64_minmax_preprocessed_validation_validation_best_threshold.csv,/mnt/e/automations/Deployable MedSAM/results/tables/stage8_int8_s64_minmax_preprocessed_validation_validation_best_threshold_summary.csv,/mnt/e/automations/Deployable MedSAM/results/tables/stage8_threshold_sweep_s64_minmax_preprocessed.csv,
